Max Climb,
X,Y
0.4008953030934591,5.663299537615967
0.4067648439020618,5.664682058269098
0.41204465324456363,5.671767476616392
0.41938157925531705,5.673495627432804
0.4237837348617691,5.6745325179226525
0.4281858904682212,5.6755694084125
0.4346423853576842,5.677090181130944
0.4416830569427669,5.6845903556741755
0.44813955183222987,5.686111128392619
0.4543070134976478,5.678216935463241
0.4598758560641947,5.6947173194583565
0.4651584427919372,5.695961588046174
0.47161771506664096,5.69164121100514
0.4777779555304331,5.698934007450404
0.483949305535188,5.682862204857763
0.4918731856268017,5.684728607739489
0.5003756876435538,5.704256711964956
0.5083051225056489,5.69444081532773
0.5156226068197176,5.737057014460475
0.5235464869113313,5.738923417342201
0.5317610666581345,5.746700096016059
0.5393914697093181,5.7484973728651285
0.5461414416392113,5.750087271616229
0.554065321730825,5.751953674497955
0.5593451310733268,5.759039092845248
0.5669755341245105,5.760836369694317
0.5740162057095931,5.768336544237551
0.5798746369772331,5.793083663928584
0.587208785602746,5.800652964504472
0.5948391886539296,5.802450241353542
0.6021705598942017,5.815860691688908
0.6068634151558432,5.822807857970888
0.6139068641261665,5.824466882754645
0.620055995048996,5.8551242782378115
0.6259172037018768,5.87403024816937
0.6347215149147809,5.876104029149065
0.641471486844674,5.877693927900165
0.6464605965319864,5.878869070455327
0.6540909995831699,5.880666347304396
0.6614307029791642,5.876553348361332
0.6684685971790062,5.889894672664041
0.6772617988509476,5.91533305268164
0.6845959474764604,5.922902353257529
0.6919328734872138,5.924630504073942
0.6986717358761444,5.949585001862947
0.7054105982650749,5.97453949965195
0.7136196232413966,5.9939984778447615
0.7209565492521502,5.995726628661174
0.7279944434519922,6.009067952963882
0.7341546839157843,6.016360749409145
0.7411953555008671,6.023860923952378
0.7467603097280769,6.048538917610755
0.7540861261978677,6.073631667465072
0.7587789814595092,6.080578833747053
0.7655150664631991,6.111374481295532
0.7713818298865612,6.118598151708138
0.7787076463563519,6.143690901562455
0.7872101483731041,6.163219005787922
0.7954108411937039,6.200201433259161
0.8018673360831668,6.201722205977604
0.8065463044186053,6.237875121056964
0.8144535201987749,6.274788422495546
0.8200295839669475,6.27610181711602
0.8267712237411186,6.295215165145549
0.8311678245770896,6.307934355154348
0.835852347683009,6.332404970714756
0.8417163337211303,6.345469790886838
0.8475664328330487,6.3877403598563
0.8537238959116001,6.40087430606104
0.8601748360305818,6.414077378298434
0.8672043980747018,6.444942151879571
0.8757041227062131,6.470311405864514
0.8824429850951435,6.495265903653518
0.8888883704436438,6.520151275409865
0.8982685261964457,6.545727907492778
0.9047194663154275,6.558930979730173
0.9123498693666109,6.560728256579242
0.920844039227641,6.5977798100831375
0.929053064203963,6.617238788275948
0.9355040043229444,6.6304418605133435
0.9419466122862042,6.6611683820291665
0.9486965842160974,6.662758280780267
0.9530931850520682,6.675477470789066
0.9598320474409988,6.70043196857807
0.9659895105195503,6.713565914782809
0.9727339276789623,6.726838113052861
0.9788886133722728,6.745813209017076
0.9856274757612035,6.77076770680608
0.9906138080632755,6.777783999120717
0.996483348871878,6.779166519773847
1.000005628834088,6.7788278022138275
